0.58704,0.20774,0
0.30125,0.47092,1
0.23049,0.84431,0
0.19476,0.22592,0
0.17071,0.22766,0
0.4357,0.3111,1
0.92338,0.43021,0
0.18482,0.90488,0
0.97975,0.43887,0
0.11112,0.25806,0
0.40872,0.5949,1
0.26221,0.60284,1
0.71122,0.22175,0
0.11742,0.29668,0
0.31878,0.42417,1
0.50786,0.085516,0
0.26248,0.80101,0
0.02922,0.92885,0
0.73033,0.48861,1
0.57853,0.23728,0
0.45885,0.96309,1
0.54681,0.52114,1
0.23159,0.4889,0
0.62406,0.67914,1
0.39552,0.36744,1
0.98798,0.037739,0
0.88517,0.91329,0
0.79618,0.098712,0
0.26187,0.33536,1
0.67973,0.13655,0
0.72123,0.10676,0
0.65376,0.49417,1
0.77905,0.71504,0
0.90372,0.89092,0
0.33416,0.69875,1
0.19781,0.030541,0
0.74407,0.50002,1
0.47992,0.90472,1
0.60987,0.61767,1
0.85944,0.80549,0
0.57672,0.18292,0
0.23993,0.88651,0
0.028674,0.4899,0
0.16793,0.97868,0
0.71269,0.50047,1
0.47109,0.059619,0
0.68197,0.042431,0
0.071445,0.52165,0
0.09673,0.81815,0
0.81755,0.72244,0
0.14987,0.65961,0
0.51859,0.97297,1
0.64899,0.80033,0
0.4538,0.43239,1
0.82531,0.08347,0
0.13317,0.17339,0
0.39094,0.83138,0
0.80336,0.060471,0
0.39926,0.52688,1
0.4168,0.65686,1
0.62797,0.29198,1
0.43165,0.015487,0
0.98406,0.16717,0
0.10622,0.37241,0
0.19812,0.48969,0
0.33949,0.95163,0
0.92033,0.052677,0
0.73786,0.26912,1
0.42284,0.54787,1
0.94274,0.41774,0
0.98305,0.30145,0
0.7011,0.66634,1
0.53913,0.69811,1
0.66653,0.17813,0
0.12801,0.99908,0
0.17112,0.032601,0
0.5612,0.88187,1
0.66918,0.19043,0
0.36892,0.46073,1
0.98164,0.1564,0
0.85552,0.64476,0
0.37627,0.19092,0
0.42825,0.48202,1
0.12061,0.58951,0
0.22619,0.38462,0
0.58299,0.25181,1
0.29044,0.61709,1
0.26528,0.82438,0
0.98266,0.73025,0
0.34388,0.58407,1
0.10777,0.90631,0
0.87965,0.81776,0
0.26073,0.59436,1
0.022513,0.42526,0
0.31272,0.16148,0
0.17877,0.42289,0
0.094229,0.59852,0
0.47092,0.69595,1
0.69989,0.63853,1
0.033604,0.068806,0
0.3196,0.53086,1
0.65445,0.40762,1
0.81998,0.71836,0
0.96865,0.53133,0
0.32515,0.10563,0
0.61096,0.7788,0
0.42345,0.090823,0
0.26647,0.15366,0
0.28101,0.44009,1
0.52714,0.45742,1
0.87537,0.51805,0
0.94362,0.63771,0
0.95769,0.24071,0
0.67612,0.28906,1
0.67181,0.69514,1
0.067993,0.25479,0
0.22404,0.66783,0
0.84439,0.34446,0
0.78052,0.67533,0
0.0067153,0.60217,0
0.38677,0.91599,0
0.0011511,0.46245,0
0.42435,0.46092,1
0.77016,0.32247,0
0.78474,0.47136,0
0.035763,0.17587,0
0.72176,0.47349,1
0.15272,0.34112,0
0.60739,0.19175,0
0.73843,0.24285,0
0.91742,0.26906,0
0.7655,0.18866,0
0.2875,0.091113,0
0.57621,0.68336,1
0.54659,0.42573,1
0.64444,0.64762,1
0.67902,0.63579,1
0.94517,0.20893,0
0.70928,0.23623,0
0.1194,0.6073,0
0.45014,0.45873,1
0.66194,0.77029,0
0.35022,0.66201,1
0.41616,0.84193,1
0.83292,0.25644,0
0.61346,0.58225,1
0.54074,0.86994,1
0.26478,0.31807,1
0.11921,0.93983,0
0.64555,0.47946,1
0.63932,0.54472,1
0.64731,0.54389,1
0.72105,0.5225,1
0.9937,0.21868,0
0.1058,0.1097,0
0.063591,0.40458,0
0.44837,0.36582,1
0.7635,0.6279,0
0.77198,0.93285,0
0.97274,0.19203,0
0.13887,0.69627,0
0.09382,0.5254,0
0.53034,0.86114,1
0.48485,0.39346,1
0.67143,0.74126,1
0.52005,0.34771,1
0.15,0.58609,0
0.26215,0.044454,0
0.75493,0.24279,0
0.4424,0.6878,1
0.35923,0.73634,1
0.39471,0.68342,1
0.70405,0.44231,1
0.019578,0.33086,0
0.42431,0.27027,1
0.19705,0.82172,0
0.42992,0.88777,1
0.39118,0.76911,0
0.39679,0.80851,0
0.75508,0.3774,0
0.21602,0.79041,0
0.9493,0.32757,0
0.67126,0.43864,1
0.8335,0.76885,0
0.16725,0.86198,0
0.98987,0.51442,0
0.88428,0.58803,0
0.15475,0.19986,0
0.40695,0.74871,1
0.82558,0.78996,0
0.31852,0.53406,1
0.089951,0.11171,0
0.13629,0.67865,0
0.49518,0.18971,0
0.49501,0.14761,0
0.054974,0.85071,0
0.56056,0.92961,1
0.69667,0.58279,1
0.8154,0.87901,0
0.98891,0.00052238,0
0.86544,0.61257,0
0.98995,0.52768,0
0.47952,0.80135,1
0.22784,0.49809,0
0.90085,0.57466,0
0.84518,0.73864,0
0.58599,0.24673,0
0.66642,0.083483,0
0.62596,0.66094,1
0.72975,0.89075,0
0.9823,0.76903,0
0.58145,0.92831,1
0.58009,0.016983,0
0.12086,0.86271,0
0.4843,0.84486,1
0.20941,0.55229,0
0.62988,0.031991,0
0.61471,0.36241,1
0.049533,0.48957,0
0.19251,0.12308,0
0.20549,0.14651,0
0.18907,0.042652,0
0.6352,0.28187,1
0.5386,0.69516,1
0.49912,0.5358,1
0.44518,0.12393,0
0.49036,0.853,1
0.87393,0.27029,0
0.20846,0.56498,0
0.64031,0.41703,1
0.20598,0.94793,0
0.082071,0.10571,0
0.14204,0.16646,0
0.62096,0.57371,1
0.052078,0.9312,0
0.72866,0.73784,1
0.063405,0.86044,0
0.93441,0.9844,0
0.85894,0.78556,0
0.51338,0.1776,0
0.39859,0.13393,0
0.03089,0.93914,0
0.30131,0.29553,1
0.33294,0.46707,1
0.6482,0.025228,0
0.84221,0.55903,0
0.8541,0.34788,0
0.44603,0.054239,0
0.17711,0.66281,0
0.33083,0.89849,0
0.11816,0.98842,0
0.53998,0.70692,1
0.99949,0.28785,0
0.41452,0.46484,1
0.76396,0.8182,0
0.10022,0.17812,0
0.35963,0.056705,0
0.52189,0.33585,1
0.17567,0.20895,0
0.90515,0.67539,0
0.46847,0.91213,1
0.10401,0.74555,0
0.73627,0.56186,1
0.18419,0.59721,0
0.29994,0.13412,0
0.2126,0.89494,0
0.071453,0.24249,0
0.053754,0.44172,0
0.013283,0.89719,0
0.19666,0.093371,0
0.30737,0.45606,1
0.10167,0.99539,0
0.33209,0.29735,1
0.062045,0.29824,0
0.046351,0.50543,0
0.76143,0.63107,0
0.089892,0.080862,0
0.77724,0.90513,0
0.53377,0.10915,0
0.82581,0.3381,0
0.29397,0.74631,1
0.010337,0.048447,0
0.66792,0.60347,1
0.5261,0.72971,1
0.70725,0.78138,0
0.28798,0.69253,1
0.55667,0.39652,1
0.061591,0.78018,0
0.33758,0.60787,1
0.74125,0.10481,0
0.12789,0.54954,0
0.48523,0.89048,1
0.79896,0.73434,0
0.051332,0.072885,0
0.088527,0.79835,0
0.94301,0.68372,0
0.13208,0.72272,0
0.11035,0.11749,0
0.64072,0.32881,1
0.65381,0.74913,1
0.58319,0.74003,1
0.23483,0.73496,0
0.9706,0.86693,0
0.086235,0.36644,0
0.3692,0.68503,1
0.59794,0.78936,1
0.36765,0.20603,0
0.086667,0.77193,0
0.20567,0.38827,0
0.55178,0.22895,0
0.64194,0.48448,1
0.15185,0.78193,0
0.10061,0.29407,0
0.23737,0.53087,0
0.091499,0.40532,0
0.10485,0.11228,0
0.78443,0.29157,0
0.60353,0.96442,0
0.43248,0.69475,1
0.7581,0.43264,0
0.6555,0.10976,0
0.93376,0.18746,0
0.26618,0.79783,0
0.4876,0.76896,1
0.39601,0.27294,1
0.037235,0.67329,0
0.42956,0.45174,1
0.60986,0.059403,0
0.31581,0.77272,0
0.69643,0.12533,0
0.13015,0.092352,0
0.0078203,0.42311,0
0.65557,0.72292,1
0.53121,0.10882,0
0.63177,0.1265,0
0.1343,0.098594,0
0.14203,0.16825,0
0.19625,0.31748,0
0.31643,0.21756,0
0.25104,0.89292,0
0.70322,0.55574,1
0.18443,0.21203,0
0.077347,0.9138,0
0.70672,0.55779,1
0.31343,0.1662,0
0.6225,0.98793,0
0.17043,0.25779,0
0.3968,0.073995,0
0.6841,0.40239,1
0.98284,0.40218,0
0.62067,0.15437,0
0.38135,0.16113,0
0.75811,0.87111,0
0.35078,0.68554,1
0.29415,0.53063,1
0.83242,0.59749,0
0.33531,0.29923,1
0.45259,0.42265,1
0.35961,0.55832,1
0.74255,0.42433,1
0.42936,0.12487,0
0.024434,0.29019,0
0.31752,0.65369,1
0.95694,0.93573,0
0.45789,0.24048,0
0.7639,0.75933,0
0.74065,0.74369,1
0.10592,0.68156,0
0.46326,0.21216,0
0.098519,0.82357,0
0.17501,0.16357,0
0.66599,0.89439,0
0.51656,0.7027,1
0.15359,0.95346,0
0.54088,0.67973,1
0.036563,0.8092,0
0.74862,0.12019,0
0.52505,0.32583,1
0.54645,0.39888,1
0.41509,0.18074,0
0.25539,0.020536,0
0.92368,0.6537,0
0.93261,0.16351,0
0.9211,0.79466,0
0.57739,0.44004,1
0.25761,0.75195,0
0.22867,0.064187,0
0.76733,0.6712,0
0.71521,0.64206,1
0.41905,0.39076,1
0.81614,0.31743,0
0.81454,0.78907,0
0.85226,0.50564,0
0.63566,0.95089,0
0.44396,0.060019,0
0.86675,0.63119,0
0.35507,0.997,0
0.22417,0.65245,0
0.60499,0.38725,1
0.14219,0.025135,0
0.42111,0.1841,0
0.72578,0.37036,1
0.84156,0.73423,0
0.57103,0.17686,0
0.95738,0.26532,0
0.92458,0.22377,0
0.37356,0.0875,0
0.64012,0.18062,0
0.045051,0.72317,0
0.34744,0.66062,1
0.38387,0.62735,1
0.02165,0.91057,0
0.80056,0.74585,0
0.81311,0.38331,0
0.61728,0.57549,1
0.53005,0.27507,1
0.24863,0.45164,0
0.22771,0.80445,0
0.9861,0.029992,0
0.53566,0.087077,0
0.80209,0.98914,0
0.066946,0.9394,0
0.018178,0.68384,0
0.78374,0.53414,0
0.88536,0.899,0
0.62594,0.13787,0
